Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,_equity_curve,_trades,Ticker,Commissions [$]
2011-12-09,2017-12-29,2212 days,4.545454545454546,9214.61773454666,10000.0,-7.8538226545333965,-38.2113867364739,-12.527410438590735,5.562602247412292,-0.9275021328569055,-2.2520773338446864,-1.9777102453960704,-1.487995218144888,-7.851305254846367,6.588087745651485e-05,-8.418985683441171,-8.418985683441171,1466 days,1466 days,3,33.33333333333333,0.3673946131830621,-4.232716985772182,-2.6988333258926134,4 days,3 days,0.04377255494527272,-2.6752898228135815,-1.7702943550893875,-7.78423866998729,M002FullStrategy,"                  Equity  DrawdownPct DrawdownDuration
2011-12-09  10000.000000     0.000000              NaT
2011-12-12  10000.000000     0.000000              NaT
2011-12-13  10000.000000     0.000000              NaT
2011-12-14  10000.000000     0.000000              NaT
2011-12-15  10000.000000     0.000000              NaT
...                  ...          ...              ...
2017-12-22   9214.617735     0.078538              NaT
2017-12-26   9214.617735     0.078538              NaT
2017-12-27   9214.617735     0.078538              NaT
2017-12-28   9214.617735     0.078538              NaT
2017-12-29   9214.617735     0.078538        1466 days

[154 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice  ExitPrice    SL    TP         PnL  Commission  ReturnPct  EntryTime   ExitTime Duration   Tag
0  -530        56       58   18.799999       19.5  None  None -421.747903   50.747499  -0.042327 2013-12-26 2013-12-30   4 days  None
1   876        71       72   10.900000       10.5  None  None -397.265665   46.865999  -0.041605 2014-12-26 2014-12-29   3 days  None
2   796        89       90   11.500000       11.6  None  None   33.631303   45.969001   0.003674 2015-12-28 2015-12-29   1 days  None",MUX,143.58249891281127
2012-12-12,2017-09-06,1729 days,0.0,10000.0,10000.0,0.0,244.61794698445334,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
2012-12-12  10000.0          0.0               NaN
2012-12-13  10000.0          0.0               NaN
2012-12-14  10000.0          0.0               NaN
2012-12-17  10000.0          0.0               NaN
2012-12-18  10000.0          0.0               NaN
...             ...          ...               ...
2017-08-30  10000.0          0.0               NaN
2017-08-31  10000.0          0.0               NaN
2017-09-01  10000.0          0.0               NaN
2017-09-05  10000.0          0.0               NaN
2017-09-06  10000.0          0.0               NaN

[133 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",CBOE,
2013-11-20,2018-12-21,1857 days,0.0,10000.0,10000.0,0.0,-35.57770178608698,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
2013-11-20  10000.0          0.0               NaN
2013-11-21  10000.0          0.0               NaN
2013-11-22  10000.0          0.0               NaN
2013-11-25  10000.0          0.0               NaN
2013-11-26  10000.0          0.0               NaN
...             ...          ...               ...
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN

[116 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",OXY,
2013-12-09,2018-12-21,1838 days,0.0,10000.0,10000.0,0.0,-3.3240966494791744,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
2013-12-09  10000.0          0.0               NaN
2013-12-10  10000.0          0.0               NaN
2013-12-11  10000.0          0.0               NaN
2013-12-12  10000.0          0.0               NaN
2013-12-13  10000.0          0.0               NaN
...             ...          ...               ...
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN

[107 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",DSM,
2016-12-30,2018-12-21,721 days,0.0,10000.0,10000.0,0.0,-46.12402842885972,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
2016-12-30  10000.0          0.0               NaN
2017-12-01  10000.0          0.0               NaN
2017-12-04  10000.0          0.0               NaN
2017-12-05  10000.0          0.0               NaN
2017-12-06  10000.0          0.0               NaN
2017-12-07  10000.0          0.0               NaN
2017-12-08  10000.0          0.0               NaN
2017-12-11  10000.0          0.0               NaN
2017-12-12  10000.0          0.0               NaN
2017-12-13  10000.0          0.0               NaN
2017-12-14  10000.0          0.0               NaN
2017-12-15  10000.0          0.0               NaN
2017-12-18  10000.0          0.0               NaN
2017-12-19  10000.0          0.0               NaN
2017-12-20  10000.0          0.0               NaN
2017-12-21  10000.0          0.0               NaN
2017-12-22  10000.0          0.0               NaN
2017-12-26  10000.0          0.0               NaN
2017-12-27  10000.0          0.0               NaN
2017-12-28  10000.0          0.0               NaN
2017-12-29  10000.0          0.0               NaN
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",TMST,
2014-12-31,2018-12-21,1451 days,31.25,8853.259487273695,10000.0,-11.467405127263046,-57.88113685538987,-47.24158183017708,7.830123178535161,-2.093114495987225,-6.033312727401424,-3.321568215949434,-3.8264316569776273,-11.652175497854996,-0.0031922381043340644,-12.346119326090788,-12.346119326090788,756 days,756 days,3,33.33333333333333,0.7534019209896362,-6.867019710621645,-3.9911762467148004,10 days,7 days,0.06001142071853466,-3.933635702780205,-1.6970260401102217,-5.793546031681781,M002FullStrategy,"                  Equity  DrawdownPct DrawdownDuration
2014-12-31  10000.000000     0.000000              NaT
2015-12-30  10000.000000     0.000000              NaT
2015-12-31  10000.000000     0.000000              NaT
2016-11-25  10000.000000     0.000000              NaT
2016-11-28   9975.063549     0.002494              NaT
2016-11-29   9571.143934     0.042886              NaT
2016-11-30   9432.716755     0.056728              NaT
2016-12-01   9432.716755     0.056728              NaT
2016-12-02   9432.716755     0.056728              NaT
2016-12-05   9432.716755     0.056728              NaT
2016-12-06   9432.716755     0.056728              NaT
2016-12-07   9432.716755     0.056728              NaT
2016-12-08   9432.716755     0.056728              NaT
2016-12-09   9409.219105     0.059078              NaT
2016-12-12   9100.158966     0.089984              NaT
2016-12-13   8963.809313     0.103619              NaT
2016-12-14   8772.919278     0.122708              NaT
2016-12-15   8772.919278     0.122708              NaT
2016-12-16   8809.279244     0.119072              NaT
2016-12-19   8787.281443     0.121272              NaT
2016-12-20   8787.281443     0.121272              NaT
2016-12-21   8787.281443     0.121272              NaT
2016-12-22   8765.388067     0.123461              NaT
2016-12-23   8820.407578     0.117959              NaT
2016-12-27   9003.808277     0.099619              NaT
2016-12-28   8921.278137     0.107872              NaT
2016-12-29   8853.259487     0.114674              NaT
2016-12-30   8853.259487     0.114674              NaT
2017-12-06   8853.259487     0.114674              NaT
2017-12-07   8853.259487     0.114674              NaT
2017-12-08   8853.259487     0.114674              NaT
2017-12-11   8853.259487     0.114674              NaT
2017-12-12   8853.259487     0.114674              NaT
2017-12-13   8853.259487     0.114674              NaT
2017-12-14   8853.259487     0.114674              NaT
2017-12-15   8853.259487     0.114674              NaT
2017-12-18   8853.259487     0.114674              NaT
2017-12-19   8853.259487     0.114674              NaT
2017-12-20   8853.259487     0.114674              NaT
2017-12-21   8853.259487     0.114674              NaT
2017-12-22   8853.259487     0.114674              NaT
2017-12-26   8853.259487     0.114674              NaT
2017-12-27   8853.259487     0.114674              NaT
2017-12-28   8853.259487     0.114674              NaT
2017-12-29   8853.259487     0.114674              NaT
2018-12-19   8853.259487     0.114674              NaT
2018-12-20   8853.259487     0.114674              NaT
2018-12-21   8853.259487     0.114674         756 days","   Size  EntryBar  ExitBar  EntryPrice  ExitPrice    SL    TP         PnL  Commission  ReturnPct  EntryTime   ExitTime Duration   Tag
0 -1122         4        6        8.89       9.35  None  None -567.283245   51.163202  -0.056873 2016-11-28 2016-11-30   2 days  None
1   909        13       19       10.34       9.68  None  None -645.435312   45.495451  -0.068670 2016-12-09 2016-12-19  10 days  None
2   917        22       26        9.55       9.67  None  None   65.978044   44.061851   0.007534 2016-12-22 2016-12-29   7 days  None",ESI,140.7205036854744
2014-11-07,2018-12-21,1505 days,0.0,10000.0,10000.0,0.0,47.73388734476918,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
2014-11-07  10000.0          0.0               NaN
2014-11-10  10000.0          0.0               NaN
2014-11-11  10000.0          0.0               NaN
2014-11-12  10000.0          0.0               NaN
2014-11-13  10000.0          0.0               NaN
...             ...          ...               ...
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN

[93 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",AJG,
2012-12-06,2018-12-21,2206 days,1.9417475728155338,10006.440214157104,10006.440214157104,0.06440214157104492,79.88227913969904,0.1576398094453646,0.633038489251598,0.007354810750959118,0.24902089228686922,0.4035890026077095,0.6343654303636223,0.06184195662749059,3.2049472938510495e-05,-0.24850000000000705,-0.24850000000000705,4 days,4 days,1,100.0,0.06479088689240074,0.06479088689240074,0.06479088689239632,3 days,3 days,,0.06479088689240074,,,M002FullStrategy,"                  Equity  DrawdownPct DrawdownDuration
2012-12-06  10000.000000          0.0              NaT
2012-12-07  10000.000000          0.0              NaT
2012-12-10  10000.000000          0.0              NaT
2012-12-11  10000.000000          0.0              NaT
2012-12-12  10000.000000          0.0              NaT
...                  ...          ...              ...
2018-12-17  10006.440214          0.0           4 days
2018-12-18  10006.440214          0.0              NaT
2018-12-19  10006.440214          0.0              NaT
2018-12-20  10006.440214          0.0              NaT
2018-12-21  10006.440214          0.0              NaT

[103 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice  ExitPrice    SL    TP       PnL  Commission  ReturnPct  EntryTime   ExitTime Duration   Tag
0  -280        97       98        35.5  35.299999  None  None  6.440214   49.559999   0.000648 2018-12-14 2018-12-17   3 days  None",DHI,49.55999946594238
2014-12-09,2018-12-21,1473 days,0.0,10000.0,10000.0,0.0,-49.52977975204866,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
2014-12-09  10000.0          0.0               NaN
2014-12-10  10000.0          0.0               NaN
2014-12-11  10000.0          0.0               NaN
2014-12-12  10000.0          0.0               NaN
2014-12-15  10000.0          0.0               NaN
...             ...          ...               ...
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN

[104 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",BZH,
2012-12-10,2018-12-21,2202 days,0.0,10000.0,10000.0,0.0,-41.04477598662365,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
2012-12-10  10000.0          0.0               NaN
2012-12-11  10000.0          0.0               NaN
2012-12-12  10000.0          0.0               NaN
2012-12-13  10000.0          0.0               NaN
2012-12-14  10000.0          0.0               NaN
...             ...          ...               ...
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN

[114 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",PNNT,
2012-11-28,2016-12-30,1493 days,0.0,10000.0,10000.0,0.0,-18.406068191695052,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
Date                                              
2012-11-28  10000.0          0.0               NaN
2012-11-29  10000.0          0.0               NaN
2012-11-30  10000.0          0.0               NaN
2012-12-03  10000.0          0.0               NaN
2012-12-04  10000.0          0.0               NaN
...             ...          ...               ...
2016-12-23  10000.0          0.0               NaN
2016-12-27  10000.0          0.0               NaN
2016-12-28  10000.0          0.0               NaN
2016-12-29  10000.0          0.0               NaN
2016-12-30  10000.0          0.0               NaN

[132 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",CYAN,
2013-12-10,2018-12-21,1837 days,0.0,10000.0,10000.0,0.0,-12.81250249128785,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
Date                                              
2013-12-10  10000.0          0.0               NaN
2013-12-11  10000.0          0.0               NaN
2013-12-12  10000.0          0.0               NaN
2013-12-13  10000.0          0.0               NaN
2013-12-16  10000.0          0.0               NaN
...             ...          ...               ...
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN

[95 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",BTZ,
2012-12-21,2018-12-21,2191 days,0.0,10000.0,10000.0,0.0,-17.079208791933237,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
Date                                              
2012-12-21  10000.0          0.0               NaN
2012-12-24  10000.0          0.0               NaN
2012-12-26  10000.0          0.0               NaN
2012-12-27  10000.0          0.0               NaN
2012-12-28  10000.0          0.0               NaN
...             ...          ...               ...
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN

[109 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",AAWW,
2015-12-30,2018-12-21,1087 days,0.0,10000.0,10000.0,0.0,29.504872718535402,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
Date                                              
2015-12-30  10000.0          0.0               NaN
2015-12-31  10000.0          0.0               NaN
2016-12-16  10000.0          0.0               NaN
2016-12-19  10000.0          0.0               NaN
2016-12-20  10000.0          0.0               NaN
2016-12-21  10000.0          0.0               NaN
2016-12-22  10000.0          0.0               NaN
2016-12-23  10000.0          0.0               NaN
2016-12-27  10000.0          0.0               NaN
2016-12-28  10000.0          0.0               NaN
2016-12-29  10000.0          0.0               NaN
2016-12-30  10000.0          0.0               NaN
2017-12-11  10000.0          0.0               NaN
2017-12-12  10000.0          0.0               NaN
2017-12-13  10000.0          0.0               NaN
2017-12-14  10000.0          0.0               NaN
2017-12-15  10000.0          0.0               NaN
2017-12-18  10000.0          0.0               NaN
2017-12-19  10000.0          0.0               NaN
2017-12-20  10000.0          0.0               NaN
2017-12-21  10000.0          0.0               NaN
2017-12-22  10000.0          0.0               NaN
2017-12-26  10000.0          0.0               NaN
2017-12-27  10000.0          0.0               NaN
2017-12-28  10000.0          0.0               NaN
2017-12-29  10000.0          0.0               NaN
2018-11-21  10000.0          0.0               NaN
2018-11-23  10000.0          0.0               NaN
2018-11-26  10000.0          0.0               NaN
2018-11-27  10000.0          0.0               NaN
2018-11-28  10000.0          0.0               NaN
2018-11-29  10000.0          0.0               NaN
2018-11-30  10000.0          0.0               NaN
2018-12-03  10000.0          0.0               NaN
2018-12-04  10000.0          0.0               NaN
2018-12-06  10000.0          0.0               NaN
2018-12-07  10000.0          0.0               NaN
2018-12-10  10000.0          0.0               NaN
2018-12-11  10000.0          0.0               NaN
2018-12-12  10000.0          0.0               NaN
2018-12-13  10000.0          0.0               NaN
2018-12-14  10000.0          0.0               NaN
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",IBP,
2012-12-20,2017-12-26,1832 days,0.0,10000.0,10000.0,0.0,119.88303649739088,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
Date                                              
2012-12-20  10000.0          0.0               NaN
2012-12-21  10000.0          0.0               NaN
2012-12-24  10000.0          0.0               NaN
2012-12-26  10000.0          0.0               NaN
2012-12-27  10000.0          0.0               NaN
...             ...          ...               ...
2017-12-19  10000.0          0.0               NaN
2017-12-20  10000.0          0.0               NaN
2017-12-21  10000.0          0.0               NaN
2017-12-22  10000.0          0.0               NaN
2017-12-26  10000.0          0.0               NaN

[110 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",DD,
2013-12-09,2018-12-21,1838 days,0.0,10000.0,10000.0,0.0,23.2087189004878,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
Date                                              
2013-12-09  10000.0          0.0               NaN
2013-12-10  10000.0          0.0               NaN
2013-12-11  10000.0          0.0               NaN
2013-12-12  10000.0          0.0               NaN
2013-12-13  10000.0          0.0               NaN
...             ...          ...               ...
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN

[95 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",TDS,
2012-12-26,2017-12-22,1822 days,0.0,10000.0,10000.0,0.0,0.7807954898557571,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
Date                                              
2012-12-26  10000.0          0.0               NaN
2012-12-27  10000.0          0.0               NaN
2012-12-28  10000.0          0.0               NaN
2012-12-31  10000.0          0.0               NaN
2013-11-15  10000.0          0.0               NaN
...             ...          ...               ...
2017-12-18  10000.0          0.0               NaN
2017-12-19  10000.0          0.0               NaN
2017-12-20  10000.0          0.0               NaN
2017-12-21  10000.0          0.0               NaN
2017-12-22  10000.0          0.0               NaN

[95 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",CRS,
2012-12-27,2018-12-21,2185 days,0.0,10000.0,10000.0,0.0,20.498803915831644,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
Date                                              
2012-12-27  10000.0          0.0               NaN
2012-12-28  10000.0          0.0               NaN
2012-12-31  10000.0          0.0               NaN
2013-11-27  10000.0          0.0               NaN
2013-11-29  10000.0          0.0               NaN
...             ...          ...               ...
2017-12-26  10000.0          0.0               NaN
2017-12-27  10000.0          0.0               NaN
2017-12-28  10000.0          0.0               NaN
2017-12-29  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN

[120 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",EPR-PE,
2014-12-26,2018-12-21,1456 days,0.0,10000.0,10000.0,0.0,-54.945571055960784,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
Date                                              
2014-12-26  10000.0          0.0               NaN
2014-12-29  10000.0          0.0               NaN
2014-12-30  10000.0          0.0               NaN
2014-12-31  10000.0          0.0               NaN
2015-11-24  10000.0          0.0               NaN
...             ...          ...               ...
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN

[73 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",FEI,
2012-12-20,2018-12-21,2192 days,2.8846153846153846,10287.20637919426,10287.20637919426,2.8720637919426006,21.423349674093227,7.102022893202786,4.245622169337474,0.3260602885882813,1.6727873112437255,18.237109772060712,28.525789312058755,2.9244068451752923,-0.0024432711984339593,-0.24896849708556656,-0.24896849708556656,2 days,2 days,1,100.0,2.883963057136757,2.883963057136757,2.8839630571367625,4 days,4 days,,2.883963057136757,,,M002FullStrategy,"                  Equity  DrawdownPct DrawdownDuration
Date                                                  
2012-12-20  10000.000000          0.0              NaT
2012-12-21  10000.000000          0.0              NaT
2012-12-24  10000.000000          0.0              NaT
2012-12-26  10000.000000          0.0              NaT
2012-12-27  10000.000000          0.0              NaT
...                  ...          ...              ...
2018-12-17  10287.206379          0.0              NaT
2018-12-18  10287.206379          0.0              NaT
2018-12-19  10287.206379          0.0              NaT
2018-12-20  10287.206379          0.0              NaT
2018-12-21  10287.206379          0.0              NaT

[104 rows x 3 columns]","   Size  EntryBar  ExitBar  EntryPrice  ExitPrice    SL    TP         PnL  Commission  ReturnPct  EntryTime   ExitTime Duration   Tag
0  -191        54       56   52.139999  50.380001  None  None  287.206379     48.9533    0.02884 2015-12-10 2015-12-14   4 days  None",ETN,48.95330021858216
2017-12-21,2018-12-21,365 days,0.0,10000.0,10000.0,0.0,-9.68547412657386,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
Date                                              
2017-12-21  10000.0          0.0               NaN
2017-12-22  10000.0          0.0               NaN
2017-12-26  10000.0          0.0               NaN
2017-12-27  10000.0          0.0               NaN
2017-12-28  10000.0          0.0               NaN
2017-12-29  10000.0          0.0               NaN
2018-11-06  10000.0          0.0               NaN
2018-11-07  10000.0          0.0               NaN
2018-11-08  10000.0          0.0               NaN
2018-11-09  10000.0          0.0               NaN
2018-11-12  10000.0          0.0               NaN
2018-11-13  10000.0          0.0               NaN
2018-11-14  10000.0          0.0               NaN
2018-11-15  10000.0          0.0               NaN
2018-11-16  10000.0          0.0               NaN
2018-11-19  10000.0          0.0               NaN
2018-11-20  10000.0          0.0               NaN
2018-11-21  10000.0          0.0               NaN
2018-11-23  10000.0          0.0               NaN
2018-11-26  10000.0          0.0               NaN
2018-11-27  10000.0          0.0               NaN
2018-11-28  10000.0          0.0               NaN
2018-11-29  10000.0          0.0               NaN
2018-11-30  10000.0          0.0               NaN
2018-12-03  10000.0          0.0               NaN
2018-12-04  10000.0          0.0               NaN
2018-12-06  10000.0          0.0               NaN
2018-12-07  10000.0          0.0               NaN
2018-12-10  10000.0          0.0               NaN
2018-12-11  10000.0          0.0               NaN
2018-12-12  10000.0          0.0               NaN
2018-12-13  10000.0          0.0               NaN
2018-12-14  10000.0          0.0               NaN
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",TSLX,
2011-12-29,2018-12-21,2549 days,0.0,10000.0,10000.0,0.0,42.857137919449634,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
Date                                              
2011-12-29  10000.0          0.0               NaN
2011-12-30  10000.0          0.0               NaN
2012-12-12  10000.0          0.0               NaN
2012-12-13  10000.0          0.0               NaN
2012-12-14  10000.0          0.0               NaN
...             ...          ...               ...
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN

[97 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",CUK,
2011-12-28,2018-12-21,2550 days,0.0,10000.0,10000.0,0.0,-11.876072103952014,0.0,0.0,0.0,,,,0.0,0.0,-0.0,,,,0,,,,,,,,,,,M002FullStrategy,"             Equity  DrawdownPct  DrawdownDuration
Date                                              
2011-12-28  10000.0          0.0               NaN
2011-12-29  10000.0          0.0               NaN
2011-12-30  10000.0          0.0               NaN
2012-12-14  10000.0          0.0               NaN
2012-12-17  10000.0          0.0               NaN
...             ...          ...               ...
2018-12-17  10000.0          0.0               NaN
2018-12-18  10000.0          0.0               NaN
2018-12-19  10000.0          0.0               NaN
2018-12-20  10000.0          0.0               NaN
2018-12-21  10000.0          0.0               NaN

[137 rows x 3 columns]","Empty DataFrame
Columns: [Size, EntryBar, ExitBar, EntryPrice, ExitPrice, SL, TP, PnL, Commission, ReturnPct, EntryTime, ExitTime, Duration, Tag]
Index: []",PLPC,
